product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56,489,2,250,16,11,11
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57,992,3,1200,44,20,20
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54,339,1,4800,25,8,25
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54,463,1,700,40,20,20
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40,1469,3,1050,18,21,27
278b3c6462e86b4556b99989513ddf73,eletroportateis,58,587,3,350,20,20,20
0d009643171aee696f4733340bc2fdd0,perfumaria,52,150,1,422,21,16,18
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51,484,1,317,19,13,16
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39,430,1,16400,63,66,56
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22,1313,1,938,29,22,23
3569d4374a919941a50f57371b1dc93d,beleza_saude,37,1168,1,2700,21,16,31
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39,1146,1,1750,30,18,30
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42,671,1,3850,29,12,24
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49,460,2,267,17,13,17
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59,2367,3,16200,55,40,40
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54,381,2,1400,38,9,27
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50,607,1,6450,100,10,11
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59,1750,3,2300,105,3,70
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55,163,2,300,25,8,18
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43,101,1,600,50,10,12
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60,2497,1,3600,20,20,20
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60,1146,6,150,20,24,33
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57,900,4,400,16,4,11
64c8f1a52b407d92518a1f8b79240a70,telefonia,49,319,1,100,18,6,11
af16005fca813272caf59c432153949e,moveis_decoracao,55,1186,2,800,53,8,20
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58,703,6,5250,47,19,23
d8a405c732027a2af3187b031890933d,automotivo,50,361,1,200,35,4,26
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58,899,2,335,17,11,12
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49,701,1,1300,50,12,12
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47,1405,3,150,35,2,25
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59,504,3,367,16,4,11
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57,276,4,250,16,2,11
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46,287,1,8500,75,25,55
c18c01e09509a509e2b88d3ed40c580e,bebes,46,1039,1,2150,42,25,15
a41e356c76fab66334f36de622ecbd3a,,,,,650,17,14,12
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56,663,4,150,16,5,11
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39,170,1,650,27,10,22
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53,794,4,2700,20,26,32
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56,414,1,1200,23,22,16
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36,312,2,6050,55,10,46
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53,425,1,150,16,6,11
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58,918,6,1050,16,20,16
b6f3b8136ba8302906df7e11ff908751,pet_shop,36,617,1,1350,23,7,30
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41,270,1,600,36,6,19
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22,275,1,1000,30,18,18
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58,381,2,1550,43,8,33
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58,223,1,2700,45,13,35
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63,1930,9,200,19,5,11
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51,244,1,800,38,8,28
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56,733,3,377,18,13,15
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52,1049,3,400,45,22,43
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51,1212,1,450,16,5,16
f17b05cc8a7651896df8c30884200e9a,climatizacao,30,547,1,2000,32,51,16
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53,1398,1,300,16,2,11
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34,160,1,250,26,14,14
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57,245,2,1950,60,15,15
ac5bae85a895724330c4acddd581b02b,telefonia,50,1254,2,500,16,15,11
d8dee61c2034d6d075997acef1870e9b,,,,,300,16,7,20
cbaff83e2c00a2b731d27276bbf52082,artes,59,1431,6,7900,70,15,70
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53,261,2,1800,41,9,34
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,60,884,1,900,37,3,23
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52,68,7,200,16,2,11
60cf4effb6947283fa638d570bd07318,bebes,30,410,4,4500,80,70,28
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,48,303,3,250,21,7,15
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59,943,1,550,16,25,12
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49,540,4,1100,39,12,28
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53,222,1,3600,40,20,40
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,56,235,1,100,16,3,11
0075c14603d80515e20908c156ceb47b,esporte_lazer,50,329,2,150,16,18,16
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55,144,1,3775,18,13,16
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59,797,2,1400,25,20,20
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53,439,5,900,22,7,18
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60,438,2,250,20,12,20
484bf1dff778a416389aafd0dee1cb11,brinquedos,55,852,1,350,21,9,16
56139431d72cd51f19eb9f7dae4d1617,,,,,200,20,20,20
3cef8174403f4fdedbf24fa67fa9f132,bebes,39,805,3,1800,18,32,27
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52,420,2,5050,50,8,50
8d6cb00151d423c52855385c89f0bae8,automotivo,58,386,1,27100,50,50,50
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50,273,1,1500,65,8,38
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43,572,2,500,16,11,11
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52,700,2,350,16,10,16
fc2edee55f4118969f4dc49f7a717605,automotivo,47,1548,3,500,16,12,17
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55,448,1,1000,20,20,20
46b48281eb6d663ced748f324108c733,,,,,18500,41,30,41
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51,410,2,300,24,11,24
50556c630443502c11acde1c320fe278,beleza_saude,59,257,1,250,16,2,20
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,51,863,1,10700,40,40,40
722fb67c17907e21734449c091420bf5,utilidades_domesticas,29,290,1,1700,32,21,22
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31,680,1,7700,39,28,25
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57,785,4,5200,20,60,35
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51,244,1,125,17,10,14
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50,2220,1,15700,58,28,58
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53,599,2,350,16,11,11
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,57,649,1,213,16,10,13
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30,401,3,150,16,11,11
1cf39a397efa955b102a52ee7ec5531c,automotivo,35,907,3,18200,56,15,15
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38,390,1,850,18,21,15
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55,918,6,1050,16,20,16
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,48,382,5,200,16,9,11
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32,42,1,300,16,15,11
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,47,764,1,200,23,9,13
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,52,406,1,800,20,25,25
d458378a178cd7cae60052319cebf235,papelaria,50,198,2,200,24,7,14
596363933adf57df745ecbc8afeec226,esporte_lazer,50,853,1,698,46,10,14
4473f3e5c65952b074ef987fa5c24662,telefonia,59,776,6,350,17,4,12
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,50,2913,3,1000,24,5,17
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53,585,1,783,21,13,28
828fe032935d7c1901682e5b6cc076c2,perfumaria,48,1063,2,600,20,20,20
19502a282608c5627fb32e22724727fc,brinquedos,47,181,1,11650,55,30,30
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42,369,1,400,16,2,11
657491063e8a63247a108a4d9cedf020,brinquedos,25,274,1,3050,40,10,40
a388f2043ca885de714453e4fac616e2,telefonia,50,744,1,100,16,3,11
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,44,2395,1,16500,40,25,26
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59,470,2,750,34,14,24
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39,422,1,250,36,4,20
6d14f72afff32795290f2df6507f063c,malas_acessorios,59,413,3,2300,84,14,20
75b433ca888fe027b18dfac89a284667,eletronicos,37,374,1,1350,33,12,26
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22,388,3,530,17,20,20
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59,162,1,1300,20,20,20
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59,605,5,4000,57,14,36
224703229a7c966a5b191651e1561be2,esporte_lazer,52,234,4,8150,20,20,20
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57,272,1,2200,16,2,11
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55,1029,1,1150,20,25,20
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60,312,4,200,16,2,11
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,60,1068,3,400,16,20,16
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,29,12,23
5fb61f482620cb672f5e586bb132eae9,,,,,300,35,7,12
a5bc1334f1762ce0a844f3f694dc08e1,cama_mesa_banho,48,645,1,1200,16,10,16
701ff123e9085dcc9c2f833efded6374,cool_stuff,50,268,5,10664,61,63,35
73b499a2f5002c0a2158a478cc5a096c,utilidades_domesticas,43,2148,2,1800,50,12,36
42f14eda412436b96cde4f4025ed5f25,esporte_lazer,47,154,3,500,16,2,11
47969dd948e918289f809be899ddfb4c,papelaria,48,501,1,258,19,12,19
446295cf6f689d4db477145815362608,papelaria,59,209,1,1400,16,44,37
280c05c66173c2b377f3e449e33abc6d,brinquedos,59,640,1,400,35,7,35
4a96de21ccfb22ebe1c56992acbbd7fc,climatizacao,58,655,5,1300,30,10,30
c45a1de8cdb00af9ba1f3c097561b77a,cama_mesa_banho,55,315,2,1000,30,10,25
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,52,1290,3,1300,30,10,18
04869307f7e7dc5b07f1d83406ade1e5,brinquedos,58,443,2,3305,38,36,19
8bb6ace4cf2411747ea1cfecad5a458d,bebes,55,224,2,6000,75,15,50
21db47f6493b06e8e7fc562ec9890e77,informatica_acessorios,50,281,4,300,35,5,25
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57,74,1,250,20,2,15
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,18,11,11
3fc3d637781e5d185455013606a6e2cd,eletronicos,32,1274,1,250,16,10,30
21d325f98c6505a72b1bcf363f3d3f88,brinquedos,57,1532,2,1250,29,19,22
f6691c7e7a0c12d28003c97608dfe605,fashion_roupa_masculina,47,1026,2,950,40,6,40
c615805546392ec3b8a20c6590c4d400,pet_shop,54,261,6,2000,30,34,17
6e9c52b407fea24064f7ab2b144fbf8c,bebes,56,1395,7,13575,71,81,44
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60,537,1,667,17,16,16
80fc21f90a43fdcfc623f11f5457db10,relogios_presentes,55,457,2,267,17,11,12
9cafef108028ea326352e901a8b729a7,cama_mesa_banho,60,609,2,1750,45,20,40
dd783a33bc94bef9c728611320d559e7,beleza_saude,52,1113,1,150,16,12,11
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48,135,1,10550,65,7,45
20424e1f503b9ceeeee60b717b11ec36,utilidades_domesticas,57,1298,1,1725,100,35,16
795ed173180b101b114960e572d2181f,malas_acessorios,43,215,1,700,45,10,31
40a75445dcf4958b8c9b3dac6898094b,esporte_lazer,29,1318,1,400,34,16,16
fff0a542c3c62682f23305214eaeaa24,papelaria,23,146,3,300,30,10,20
21419fbb5e6e21591c1dc83cb75aec07,casa_construcao,59,1582,1,5850,60,25,25
d801448d8cf48fd15a66dc8779d47241,relogios_presentes,47,687,1,267,17,11,13
d1fbb5683c8e93f314d0f2bf40d07761,cama_mesa_banho,53,155,2,1500,39,12,25
4e7f36f28c51e114a343625b628dd429,cool_stuff,42,727,1,400,24,16,14
58bef3ad35aed45b92cf03510e6cf5ce,esporte_lazer,54,3830,1,1300,31,32,31
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58,172,1,400,16,10,14
aedb7e30007f6051c5b3f97156b0848a,artes,32,195,1,150,25,2,19
c752f2bc46ad4b389290cf5828a1db62,beleza_saude,40,654,1,650,25,13,14
7207700449f2433076d70a5b1c004eb4,consoles_games,44,421,1,706,32,8,38
582dfc3697c5f834a5ddf28460ba9222,fashion_bolsas_e_acessorios,59,251,1,300,25,10,25
54910b8287ecea5f93a008ebfa94a15c,cama_mesa_banho,41,242,1,4850,75,5,50
ecaae002060173ec59f5b168cbd55d70,automotivo,51,1741,1,825,20,24,15
9e48435521202c8795e21ac42efcc761,informatica_acessorios,31,432,1,600,46,3,15
f46c384460008df0071849d01b39834f,esporte_lazer,53,527,2,700,23,9,11
4fe53f6c123977ffa0dda91a2962c9e8,moveis_decoracao,51,1442,1,300,40,10,27
7aeb83cae61b0e94e6426cba2598ad9e,utilidades_domesticas,55,471,2,1270,17,14,17
3fc23ad64a8ee1f1451c8c44932c5d22,construcao_ferramentas_ferramentas,40,338,1,450,20,2,11
e10758160da97891c2fdcbc35f0f031d,,,,,2200,16,2,11
dccef777bc505f2eca720502c209988d,eletrodomesticos,56,173,1,150,18,8,13
b6be875acca0b4862cae6479c5d9e6fa,ferramentas_jardim,49,192,1,200,16,3,11
84e1b9c6ba2ed178bd217097b41f1251,moveis_cozinha_area_de_servico_jantar_e_jardim,50,859,1,10893,33,88,44
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53,524,1,1800,25,7,20
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,29,566,2,1220,20,33,22
6a61a5d77a8571a0646e8c0f75f572f4,beleza_saude,53,1368,6,360,30,19,22
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52,424,1,175,22,11,15
2de8789bf8abcd2f6c7866f9429b1986,pet_shop,50,852,1,1900,50,13,70
d394d30215872be4cda2c67c1ce5b981,esporte_lazer,37,621,5,250,20,20,20
9181a16945ef449aa81212d5139945ec,bebes,58,1261,3,6950,85,11,50
b166907a5770631b7deedd0891b1b7ab,utilidades_domesticas,57,1094,1,1100,55,5,40
302a19dacdbb5ed2f74f9dee8126ef79,bebes,64,882,5,300,17,7,24
1fb2c1a0d7f863e0644077cb5d8f80df,moveis_escritorio,41,2261,1,16500,58,28,58
0a17941f41b99d2f070fab54b458a4a4,malas_acessorios,28,453,1,300,16,23,19
98190f6a2c3253d07ca86525bb238162,eletronicos,25,813,1,1836,61,6,24
a18a23a783fb7576a8f0f6fbc2ae2b58,beleza_saude,59,822,1,175,18,22,16
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53,579,1,675,22,24,21
71c808620fa8dafbe6cd6c638cc67567,esporte_lazer,58,568,4,200,26,5,20
25cdef5b1428725aa16b8b9a6fbd72ca,industria_comercio_e_negocios,58,1058,1,1200,30,20,30
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32,1074,2,200,39,2,30
3b82733180834cc02658403163260204,moveis_escritorio,46,1193,2,16100,63,61,24
eca3036ef7ba11b3331c334b7053fe13,telefonia,51,443,1,117,19,4,12
6b75ce117b8fcc75289cb6cbe589de6c,telefonia_fixa,27,1217,1,455,36,18,27
23ab7bb9eac81e85ec43ed71064cf7ce,cama_mesa_banho,55,613,1,550,16,10,16
5cfe07a11fd4f35d3c5ca21cd60cee6e,fashion_calcados,54,404,4,750,22,12,33
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,43,447,2,586,18,11,13
9138555a5066b7f16bf15e75c7db067c,construcao_ferramentas_iluminacao,57,919,6,540,16,27,16
1ec5373950b7877c5de483a123223810,esporte_lazer,42,2819,1,3700,30,20,20
34607082301052079a3bffcd12c5ecfb,utilidades_domesticas,57,623,4,3150,30,17,30
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57,296,1,2100,53,27,40
c9fe02894880831f6f28d5ac212d036f,construcao_ferramentas_seguranca,51,1006,3,314,20,19,18
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49,153,1,550,23,15,23
98d0e0ca6213edc063889593a2475e36,automotivo,55,978,1,13825,70,35,49
f2c1df0fc307ec60e3321c708c1dcac3,cama_mesa_banho,42,431,1,850,40,6,50
622d3b263cd40b06e1eeea144fb83f19,bebes,19,200,1,250,21,4,13
15cd31f93b25e5a517f05b1af31d353f,brinquedos,55,1475,1,400,20,20,20
cd7701670288642f7be9437dec9034c1,perfumaria,48,606,2,400,16,20,15
3519403062e217f433e0bbdc52e0b19f,consoles_games,25,211,1,200,16,2,16
37dffde0476450e75dae423136954b0f,automotivo,60,1023,5,250,20,20,20
d68bd4dedccc5545b1ff6629de8fb021,informatica_acessorios,53,813,4,1950,17,11,12
e4c0d69bafff0157f574aae9a147a8c1,moveis_decoracao,49,607,1,300,35,10,25
b6b4ab44d1f3c2a645abbda76af2a993,relogios_presentes,54,364,1,1050,30,45,11
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53,1373,4,400,16,7,11
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40,234,1,1000,56,9,22
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11
d10abea506594de1dd5ea21851f94062,beleza_saude,60,876,1,700,16,16,16
4bae12e58c9b828e1302a2cad437b80a,consoles_games,47,358,3,450,17,7,17
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29,556,1,2000,30,12,16
f777c903946dd86fd00cd5b32ec3e907,construcao_ferramentas_construcao,57,954,4,21400,20,20,20
39e3b9b12cd0bf8ee681bbc1c130feb5,,,,,300,16,7,11
2e511b5741ab14e7f5294df6f1310b03,informatica_acessorios,52,2515,1,188,20,16,15
74f250adf8f41738ca96718232a41499,moveis_decoracao,56,646,1,300,16,30,20
f16ced867a24a244afefb5b867f337df,fashion_bolsas_e_acessorios,38,487,2,13600,26,60,40
1ce0e963805e3c170485768e8b09fe65,moveis_decoracao,50,1342,3,800,25,25,25
794de06c32a626a5692ff50e4985d36f,,,,,300,18,8,14
a530b23a71594d0d986a30359e207762,moveis_decoracao,49,600,2,1400,65,12,12
d294bd539d8c70342149beb38b767afc,relogios_presentes,50,295,1,650,13,11,12
fe9184887637170f6da65623475d6a66,construcao_ferramentas_construcao,37,2457,1,600,26,17,17
3da6f3c6c1ac8c36ff45b1a493a44e82,moveis_decoracao,58,1969,2,3000,69,11,11
8a4667ce8c036b0d54dd65a38298bfc0,malas_acessorios,45,224,1,950,46,10,33
26d114f0b4f14f5e3b3db0e211019777,moveis_decoracao,51,582,2,17400,42,35,42
ef22b718807d8b96162d9b021912f178,fashion_roupa_masculina,36,940,2,300,16,2,11
599e5320aef0c7dd9e3fed9b2f673d41,informatica_acessorios,52,1224,2,700,20,20,20
acfc0fd945c522a0d2266d45bcdd91c6,pet_shop,56,1545,2,625,21,16,17
2029248294c186017ecfc48cecd47bbd,ferramentas_jardim,44,586,3,3250,32,14,22
e8f22df5fa5b454907286aa61d6216a8,fashion_calcados,57,404,2,1500,22,12,33
4da06dee0a480b5d666886ea00b4d9b3,cama_mesa_banho,54,228,1,250,32,3,23
